Cluster,Source,Destination,Cdyn Reduction
Other,Gen8SoC,Xe3_XPC,0.72
Other,Gen8,Xe3_XPC,0.72
Other,Gen7.5,Xe3_XPC,1.0
Other,Gen7,Xe3_XPC,1.0
GAM,PVCXTTrend,Xe3_XPC,1.0
GAM,PVCXT,Xe3_XPC,1.0
GAM,PVCDP,Xe3_XPC,1.0
GAM,PVC,Xe3_XPC,1.0
GAM,DG2,Xe3_XPC,1.0
GAM,Gen12HP,Xe3_XPC,1.0
GAM,Gen12DG,Xe3_XPC,1.0
GAM,Gen12LP,Xe3_XPC,1.1
GAM,Gen11,Xe3_XPC,0.9207
GAM,Gen11LP,Xe3_XPC,0.99
GAM,Gen10LP,Xe3_XPC,0.9207
GAM,Gen9LPSoC,Xe3_XPC,0.82863
GAM,Gen9LPClient,Xe3_XPC,0.8129781
GAM,Gen8SoC,Xe3_XPC,0.662904
GAM,Gen8,Xe3_XPC,0.662904
GAM,Gen12HP_384,Xe3_XPC,1.0
GAM,Gen12LP,Xe3_XPC,4.4
GAM,Gen11,Xe3_XPC,3.6828
GAM,Gen11LP,Xe3_XPC,3.96
GAM,Gen10LP,Xe3_XPC,3.6828
GAM,Gen9LPSoC,Xe3_XPC,3.31452
GAM,Gen9LPClient,Xe3_XPC,3.2519124
GAM,Gen8SoC,Xe3_XPC,2.651616
GAM,Gen8,Xe3_XPC,2.651616
GAM,Gen12HP_512,Xe3_XPC,1.0
GAM,Gen12LP,Xe3_XPC,5.8629999999999995
GAM,Gen11,Xe3_XPC,4.907331
GAM,Gen11LP,Xe3_XPC,5.2767
GAM,Gen10LP,Xe3_XPC,4.907331
GAM,Gen9LPSoC,Xe3_XPC,4.416597900000001
GAM,Gen9LPClient,Xe3_XPC,4.333173273
GAM,Gen8SoC,Xe3_XPC,3.53327832
GAM,Gen8,Xe3_XPC,3.53327832
GAM,Gen10LPSoC,Xe3_XPC,1.0
GAM,Gen10LP,Xe3_XPC,1.0
GAM,Gen9LPSoC,Xe3_XPC,0.9
GAM,Gen9LPClient,Xe3_XPC,0.9
GAM,Gen8SoC,Xe3_XPC,0.72
GAM,Gen8,Xe3_XPC,0.72
GAM,Gen7.5,Xe3_XPC,1.0
GAM,Gen7,Xe3_XPC,1.0
L3_Bank,Xe3_XPC,Xe3_XPC,1.0
